index,likeness,c_black,c_white,c_gray,c_red,c_orange,c_yellow,c_green,c_blue,c_purple,c_skyblue,c_brown,c_pink,c_beige,c_charcoal,c_kaki,c_navy,c_neon,c_pastel,l_long,l_nshort,l_short,f_over,f_loose,f_regular,f_semiover,thick_high,thick_normal,thick_low,flex_high,flex_low,flex_normal,fabr_cotton,fab_linnen,fab_poli,fab_rayon,fab_nylon,fab_wool,fab_span,fab_tensil,fab_etc,neck_round,neck_v,neck_pola,neck_hpola,collar_normal,collar_china,collar_open,d_pocket,d_logo,d_frontprint,d_backprint,d_frontletter,d_backletter,d_stripe,d_layerd,d_addcolor,d_sideopen,d_button,d_hpocket,d_zipper,d_sibori,d_etc
348,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
349,0,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
350,0,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
351,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,1,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
352,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,1,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
353,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
354,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
355,0,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,1,,1,,,1,,,,,,,,1,,,,1,,,,,0,0,0,0,,,,,1,,,,
356,0,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
357,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
358,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
359,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
360,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,,,,1,,,,,,,0,0,0,0,,,,,,,,1,
361,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,,,,1,,,,,,,0,0,0,0,,,,,,,,1,
362,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
363,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
364,,,1,,,,,,1,,1,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
365,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
366,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
367,0,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
368,0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
369,0,1,1,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,1,,,,1,,,,
370,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,1,,,,1,,,,
371,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,0,0,0,0,,,,,,,,,
372,0,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,0,0,0,0,,,,,,,,,
373,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
374,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
375,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,1,,,,,,,,,
376,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,1,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
377,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,1,,,,,,,,,
378,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,1,
379,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
380,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
381,0,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,1,
382,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,0,0,0,0,,,,,,,,,
383,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
384,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,1,,,,1,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
385,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,1,,0,0,0,0,,,,,,,,,1(¼Â¾÷)
386,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
387,0,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,1,,,0,0,0,0,,,,1,,,,,
388,1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
389,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,1,,,,
390,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
391,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
392,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,1,0,0,0,0,,,,,1,,,,
393,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,1,0,0,0,0,,,,,1,,,,
394,0,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,1,,,,0,0,0,0,1,,,,,,,,
395,0,,,,,,,,1,,,,1,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,1,,,,0,0,0,0,1,,,,,,,,
396,0,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
397,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,0,0,0,0,1,,,,,,,,
398,,1,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,0,0,0,0,1,,,,,,,,
399,0,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
400,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
401,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
402,0,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
403,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
404,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
405,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,0,,,,,,,,,
406,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,0,,,,,,,,,
407,,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,1,,,,,,,,
408,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,1,,,,,,,,
409,0,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
410,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
411,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
412,,,1,,1,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
413,,,,,1,,,,,1,1,,,,,,,,1,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
414,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,1
415,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,1
416,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,,1,1,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
417,0,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
418,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
419,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
420,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,1,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
423,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
424,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
425,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
426,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,
427,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
428,1,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
429,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
430,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
431,0,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
432,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
433,,,1,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
434,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
435,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
436,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
437,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
438,0,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
439,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
440,,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
441,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
442,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
443,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
444,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
445,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,,,,1,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
446,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
447,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
448,,,1,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,
449,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,,1,,,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,
450,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
451,1,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
452,1,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
453,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
454,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
455,1,,,,,,,,,,,,,,,1,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
456,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
457,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
458,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
459,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,1,
460,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,1,
461,0,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,1,,1,,,,,
462,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,1,,1,,,,,
463,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
464,,,,,,,,,,,,,,,,1,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
465,0,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,1,1,0,0,0,0,,,,,,,1,1,
466,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,1,1,
467,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,1,1,
468,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,1,1,
469,0,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
470,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
471,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,,1,,,,,
472,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,,1,,,,,
473,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,,1,,,,,
474,0,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,,1,,,,,
475,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,,1,,,,,
476,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
477,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
478,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
479,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
480,0,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
481,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
482,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,1,,,,1,,,1,,,,,,,,1,0,0,0,0,,,,1,,,,,
483,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,1,,,,1,,,1,,,,,,,,1,0,0,0,0,,,,1,,,,,
484,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
485,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
486,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,0,1,0,,,,,,,,,
487,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,0,1,0,,,,,,,,,
488,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
489,1,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
490,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,1,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
491,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,1,,1,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
492,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,1,,1,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
493,1,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
494,1,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
495,,,1,,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
496,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
497,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
498,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
499,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
500,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
501,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
502,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
503,0,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
504,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
505,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
506,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
507,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
508,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,1,,,,,
509,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,1,,,,,
510,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
511,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
512,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
513,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
514,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
515,0,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
516,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
517,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
518,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
519,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
520,0,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
521,0,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
522,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
523,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,1,,1,,,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
524,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
